MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,ENTITY_MEASURED,UNITS,METHOD,VALUE,TEXT
MT3012,microRNA hsa-miR-183,358933,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,34.0172881,
MT3012,microRNA hsa-miR-183,358933,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3012,microRNA hsa-miR-183,358933,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,33.6410395,
MT3012,microRNA hsa-miR-183,358933,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,5.43871857,
MT3012,microRNA hsa-miR-183,358933,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,26.1951563,
MT3012,microRNA hsa-miR-183,358933,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,7.95324662,
MT3012,microRNA hsa-miR-183,358933,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,24.2166218,
MT3012,microRNA hsa-miR-183,358933,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,6.32602543,
MT3012,microRNA hsa-miR-183,358933,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3012,microRNA hsa-miR-183,358933,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,287.951225,
MT3012,microRNA hsa-miR-183,358933,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,44.0411462,
MT3012,microRNA hsa-miR-183,358933,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,11.9874975,
MT3012,microRNA hsa-miR-183,358933,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,10.2810794,
MT3012,microRNA hsa-miR-183,358933,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,7.23168486,
MT3012,microRNA hsa-miR-183,358933,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,8.90398412,
MT3012,microRNA hsa-miR-183,358933,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,17.6111507,
MT3012,microRNA hsa-miR-183,358933,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,16.5317864,
MT3012,microRNA hsa-miR-183,358933,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,5.11516174,
MT3012,microRNA hsa-miR-183,358933,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,6.58719757,
MT3012,microRNA hsa-miR-183,358933,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,63.8697971,
MT3012,microRNA hsa-miR-183,358933,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,24.0525447,
MT3012,microRNA hsa-miR-183,358933,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,11.1279032,
MT3012,microRNA hsa-miR-183,358933,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,6.62534322,
MT3012,microRNA hsa-miR-183,358933,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,6.93231939,
MT3012,microRNA hsa-miR-183,358933,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,6.47709802,
MT3012,microRNA hsa-miR-183,358933,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,19.1464693,
MT3012,microRNA hsa-miR-183,358933,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,10.7751179,
MT3012,microRNA hsa-miR-183,358933,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,8.34758613,
MT3012,microRNA hsa-miR-183,358933,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,26.7432701,
MT3012,microRNA hsa-miR-183,358933,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT3012,microRNA hsa-miR-183,358933,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,54.8499357,
MT3012,microRNA hsa-miR-183,358933,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,26.8382394,
MT3012,microRNA hsa-miR-183,358933,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,59.5422084,
MT3012,microRNA hsa-miR-183,358933,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,10.3867508,
MT3012,microRNA hsa-miR-183,358933,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,6.07816635,
MT3012,microRNA hsa-miR-183,358933,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,7.80457723,
MT3012,microRNA hsa-miR-183,358933,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,5.82717111,
MT3012,microRNA hsa-miR-183,358933,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,5.36007598,
MT3012,microRNA hsa-miR-183,358933,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,13.7074689,
MT3013,microRNA hsa-miR-184,358934,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3013,microRNA hsa-miR-184,358934,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,6.6669558,
MT3013,microRNA hsa-miR-184,358934,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,7.52498535,
MT3013,microRNA hsa-miR-184,358934,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3013,microRNA hsa-miR-184,358934,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,12.5108993,
MT3013,microRNA hsa-miR-184,358934,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,7.38358007,
MT3013,microRNA hsa-miR-184,358934,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,5.4623969,
MT3013,microRNA hsa-miR-184,358934,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,0,
MT3013,microRNA hsa-miR-184,358934,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,6.02583751,
MT3014,microRNA hsa-miR-185,358935,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,5.13967125,
MT3014,microRNA hsa-miR-185,358935,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,23.4642286,
MT3014,microRNA hsa-miR-185,358935,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3014,microRNA hsa-miR-185,358935,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,16.7171947,
MT3014,microRNA hsa-miR-185,358935,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3014,microRNA hsa-miR-185,358935,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,5.66507573,
MT3014,microRNA hsa-miR-185,358935,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,7.20771936,
MT3014,microRNA hsa-miR-185,358935,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3014,microRNA hsa-miR-185,358935,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,5.11516174,
MT3014,microRNA hsa-miR-185,358935,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT3075,microRNA hsa-miR-27aN,358996,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,12.5530896,
MT3075,microRNA hsa-miR-27aN,358996,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,17.6269688,
MT3075,microRNA hsa-miR-27aN,358996,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,5.78818933,
MT3075,microRNA hsa-miR-27aN,358996,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,16.9260225,
MT3075,microRNA hsa-miR-27aN,358996,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,6.30119665,
MT3075,microRNA hsa-miR-27aN,358996,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,19.0794153,
MT3075,microRNA hsa-miR-27aN,358996,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,6.85336194,
MT3075,microRNA hsa-miR-27aN,358996,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,12.8893511,
MT3075,microRNA hsa-miR-27aN,358996,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,5.75841759,
MT3075,microRNA hsa-miR-27aN,358996,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,48.5409786,
MT3075,microRNA hsa-miR-27aN,358996,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,13.3221769,
MT3075,microRNA hsa-miR-27aN,358996,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,10.6774507,
MT3075,microRNA hsa-miR-27aN,358996,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT3075,microRNA hsa-miR-27aN,358996,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,7.59277308,
MT3075,microRNA hsa-miR-27aN,358996,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,9.96259631,
MT3075,microRNA hsa-miR-27aN,358996,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,10.9007785,
MT3075,microRNA hsa-miR-27aN,358996,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,0,
MT3075,microRNA hsa-miR-27aN,358996,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,5.40700361,
MT3075,microRNA hsa-miR-27aN,358996,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,11.9603547,
MT3075,microRNA hsa-miR-27aN,358996,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,50.5052401,
MT3075,microRNA hsa-miR-27aN,358996,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,11.6032041,
MT3075,microRNA hsa-miR-27aN,358996,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,0,
MT3075,microRNA hsa-miR-27aN,358996,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,12.8554608,
MT3075,microRNA hsa-miR-27aN,358996,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,19.3831607,
MT3075,microRNA hsa-miR-27aN,358996,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,8.1615465,
MT3075,microRNA hsa-miR-27aN,358996,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,11.6780009,
MT3075,microRNA hsa-miR-27aN,358996,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,21.4026068,
MT3075,microRNA hsa-miR-27aN,358996,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,12.898359,
MT3075,microRNA hsa-miR-27aN,358996,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,16.197787,
MT3075,microRNA hsa-miR-27aN,358996,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,16.8294073,
MT3075,microRNA hsa-miR-27aN,358996,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,9.67034588,
MT3075,microRNA hsa-miR-27aN,358996,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,12.5316254,
MT3075,microRNA hsa-miR-27aN,358996,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,11.6681055,
MT3075,microRNA hsa-miR-27aN,358996,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,48.444851,
MT3075,microRNA hsa-miR-27aN,358996,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,19.1223866,
MT3075,microRNA hsa-miR-27aN,358996,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,29.3455532,
MT3075,microRNA hsa-miR-27aN,358996,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,0,
MT3076,microRNA hsa-miR-27b,358997,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,40.6657967,
MT3076,microRNA hsa-miR-27b,358997,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,189.33834,
MT3076,microRNA hsa-miR-27b,358997,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,93.5852131,
MT3076,microRNA hsa-miR-27b,358997,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,40.837893,
MT3076,microRNA hsa-miR-27b,358997,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,180.457607,
MT3076,microRNA hsa-miR-27b,358997,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,158.931468,
MT3076,microRNA hsa-miR-27b,358997,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,834.750024,
MT3076,microRNA hsa-miR-27b,358997,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,1812.69926,
MT3076,microRNA hsa-miR-27b,358997,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,326.665781,
MT3076,microRNA hsa-miR-27b,358997,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,210.875445,
MT3076,microRNA hsa-miR-27b,358997,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,557.726619,
MT3076,microRNA hsa-miR-27b,358997,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,97.3589876,
MT3076,microRNA hsa-miR-27b,358997,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,1055.00697,
MT3076,microRNA hsa-miR-27b,358997,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,162.684997,
MT3076,microRNA hsa-miR-27b,358997,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,543.866261,
MT3076,microRNA hsa-miR-27b,358997,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,1119.30824,
MT3076,microRNA hsa-miR-27b,358997,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,71.7056961,
MT3076,microRNA hsa-miR-27b,358997,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,168.363972,
MT3076,microRNA hsa-miR-27b,358997,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,454.768867,
MT3076,microRNA hsa-miR-27b,358997,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,331.449574,
MT3076,microRNA hsa-miR-27b,358997,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,518.052243,
MT3076,microRNA hsa-miR-27b,358997,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,999.465022,
MT3076,microRNA hsa-miR-27b,358997,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,320.768402,
MT3076,microRNA hsa-miR-27b,358997,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,432.114761,
MT3076,microRNA hsa-miR-27b,358997,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,426.604435,
MT3076,microRNA hsa-miR-27b,358997,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,737.298978,
MT3076,microRNA hsa-miR-27b,358997,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,363.439125,
MT3076,microRNA hsa-miR-27b,358997,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,863.746219,
MT3076,microRNA hsa-miR-27b,358997,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,37.4337787,
MT3076,microRNA hsa-miR-27b,358997,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,307.121935,
MT3076,microRNA hsa-miR-27b,358997,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,86.5105971,
MT3076,microRNA hsa-miR-27b,358997,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,414.417677,
MT3076,microRNA hsa-miR-27b,358997,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,68.4919825,
MT3076,microRNA hsa-miR-27b,358997,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,198.485248,
MT3076,microRNA hsa-miR-27b,358997,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,14.1903835,
MT3076,microRNA hsa-miR-27b,358997,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,430.491007,
MT3076,microRNA hsa-miR-27b,358997,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,7675.21379,
MT3076,microRNA hsa-miR-27b,358997,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,1114.61075,
MT3076,microRNA hsa-miR-27b,358997,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,455.309535,
MT3076,microRNA hsa-miR-27b,358997,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,350.210933,
MT3076,microRNA hsa-miR-27b,358997,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,43.4470162,
MT3076,microRNA hsa-miR-27b,358997,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,592.374716,
MT3076,microRNA hsa-miR-27b,358997,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,545.834254,
MT3076,microRNA hsa-miR-27b,358997,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,238.759005,
