ID_NAME,CANCER TYPE,SURV
GCNT1,Lung cancer,UPREG
GCNT2,Blood cancer,DOWNREG
GCNT2,Breast cancer,NEUTRAL
GCNT2,Colorectal cancer,UPREG
GCNT2,Lung cancer,UPREG
GCNT3,Breast cancer,UPREG
GCNT3,Ovarian cancer,NEUTRAL
GCNT4,Lung cancer,DOWNREG
GCSH,Breast cancer,UPREG
GCSH,Lung cancer,UPREG
GCSH,Skin cancer,UPREG
GDA,Breast cancer,DOWNREG
GFPT1,Breast cancer,UPREG
GFPT1,Lung cancer,UPREG
GFPT2,Breast cancer,DOWNREG
GFPT2,Colorectal cancer,UPREG
GFPT2,Ovarian cancer,NEUTRAL
GFPT2,Prostate cancer,NEUTRAL
GGH,Blood cancer,UPREG
GGH,Brain cancer,UPREG
GGH,Breast cancer,NEUTRAL
GGH,Lung cancer,UPREG
GGH,Skin cancer,UPREG
GGPS1,Breast cancer,NEUTRAL
GGPS1,Lung cancer,UPREG
GGT1,Brain cancer,NEUTRAL
GGT1,Breast cancer,UPREG
GGT1,Colorectal cancer,DOWNREG
GGT1,Lung cancer,DOWNREG
GGT1,Ovarian cancer,UPREG
GGT5,Colorectal cancer,UPREG
GGT5,Lung cancer,DOWNREG
GK,Blood cancer,NEUTRAL
GK,Brain cancer,UPREG
GK,Breast cancer,UPREG
GK,Lung cancer,DOWNREG
GK,Ovarian cancer,DOWNREG
GLA,Blood cancer,UPREG
GLA,Brain cancer,UPREG
GLA,Breast cancer,NEUTRAL
GLA,Lung cancer,UPREG
GLB1,Blood cancer,NEUTRAL
GLB1,Lung cancer,UPREG
GLCE,Breast cancer,NEUTRAL
GLCE,Colorectal cancer,DOWNREG
GLCE,Lung cancer,UPREG
GLDC,Breast cancer,NEUTRAL
GLO1,Breast cancer,UPREG
GLO1,Colorectal cancer,UPREG
GLO1,Lung cancer,UPREG
GLRX,Breast cancer,NEUTRAL
GLRX2,Blood cancer,UPREG
GLRX2,Brain cancer,UPREG
GLRX2,Breast cancer,UPREG
GLRX2,Lung cancer,UPREG
GLS,Brain cancer,DOWNREG
GLS,Breast cancer,NEUTRAL
GLS,Colorectal cancer,DOWNREG
GLS,Lung cancer,DOWNREG
GLS,Ovarian cancer,NEUTRAL
GLS2,Breast cancer,UPREG
GLS2,Lung cancer,NEUTRAL
GLS2,Ovarian cancer,UPREG
GLUD1,Brain cancer,DOWNREG
GLUD1,Breast cancer,DOWNREG
GLUD2,Blood cancer,UPREG
GLUD2,Brain cancer,NEUTRAL
GLUD2,Breast cancer,DOWNREG
GLUD2,Lung cancer,UPREG
GLUD2,Skin cancer,UPREG
GLUL,Blood cancer,NEUTRAL
GLUL,Brain cancer,DOWNREG
GLUL,Breast cancer,NEUTRAL
GLUL,Lung cancer,UPREG
GMDS,Brain cancer,DOWNREG
GMDS,Breast cancer,NEUTRAL
GMDS,Colorectal cancer,NEUTRAL
GMDS,Prostate cancer,NEUTRAL
GMPPA,Brain cancer,UPREG
GMPPA,Lung cancer,UPREG
GMPPA,Skin cancer,UPREG
GMPPB,Breast cancer,UPREG
GMPPB,Colorectal cancer,NEUTRAL
GMPPB,Lung cancer,DOWNREG
GMPPB,Skin cancer,UPREG
GMPR,Blood cancer,NEUTRAL
GMPR,Brain cancer,UPREG
GMPR,Breast cancer,NEUTRAL
GMPR,Ovarian cancer,NEUTRAL
GMPR,Prostate cancer,NEUTRAL
GMPR2,Breast cancer,DOWNREG
GMPR2,Lung cancer,UPREG
GMPR2,Ovarian cancer,NEUTRAL
GMPS,Brain cancer,UPREG
GMPS,Breast cancer,UPREG
GMPS,Lung cancer,UPREG
GNE,Breast cancer,DOWNREG
GNE,Ovarian cancer,NEUTRAL
GNE,Prostate cancer,NEUTRAL
GNMT,Colorectal cancer,DOWNREG
GNMT,Lung cancer,NEUTRAL
GNPAT,Blood cancer,DOWNREG
GNPAT,Breast cancer,NEUTRAL
GNPAT,Colorectal cancer,UPREG
GNPAT,Lung cancer,UPREG
GNPDA1,Brain cancer,UPREG
GNPDA1,Lung cancer,UPREG
GNPDA2,Breast cancer,DOWNREG
GNPDA2,Colorectal cancer,UPREG
GNPNAT1,Breast cancer,UPREG
GNPNAT1,Lung cancer,UPREG
GNPNAT1,Skin cancer,UPREG
GNS,Breast cancer,DOWNREG
GOT1,Breast cancer,UPREG
GOT2,Breast cancer,NEUTRAL
GPAA1,Blood cancer,NEUTRAL
GPAA1,Breast cancer,NEUTRAL
GPAA1,Lung cancer,UPREG
GPAA1,Skin cancer,UPREG
GPAM,Breast cancer,DOWNREG
GPAM,Ovarian cancer,NEUTRAL
GPAM,Skin cancer,UPREG
GPD1,Brain cancer,NEUTRAL
GPD1,Breast cancer,NEUTRAL
GPD1,Colorectal cancer,UPREG
GPD1,Lung cancer,NEUTRAL
GPD1,Ovarian cancer,UPREG
GPD2,Breast cancer,NEUTRAL
GPD2,Lung cancer,UPREG
GPD2,Skin cancer,UPREG
GPI,Breast cancer,UPREG
GPI,Lung cancer,UPREG
GPI,Skin cancer,UPREG
GPT,Breast cancer,NEUTRAL
GPT2,Breast cancer,NEUTRAL
GPX1,Breast cancer,NEUTRAL
GPX1,Lung cancer,UPREG
GPX2,Colorectal cancer,DOWNREG
GPX3,Blood cancer,UPREG
GPX3,Breast cancer,NEUTRAL
GPX3,Colorectal cancer,NEUTRAL
GPX3,Lung cancer,NEUTRAL
GPX4,Brain cancer,NEUTRAL
GPX4,Breast cancer,DOWNREG
GPX4,Lung cancer,DOWNREG
GRHPR,Blood cancer,DOWNREG
GRHPR,Breast cancer,UPREG
GRHPR,Lung cancer,UPREG
GSR,Ovarian cancer,NEUTRAL
GSS,Breast cancer,UPREG
GSS,Lung cancer,UPREG
GSS,Ovarian cancer,NEUTRAL
GSS,Skin cancer,UPREG
GSTM1,Blood cancer,UPREG
GSTM1,Breast cancer,NEUTRAL
GSTZ1,Brain cancer,DOWNREG
GSTZ1,Breast cancer,NEUTRAL
GSTZ1,Lung cancer,DOWNREG
GUCY1A2,Blood cancer,DOWNREG
GUCY1A2,Breast cancer,NEUTRAL
GUCY1A2,Ovarian cancer,UPREG
GUCY1A3,Blood cancer,NEUTRAL
GUCY1A3,Breast cancer,DOWNREG
GUCY1B3,Blood cancer,UPREG
GUCY1B3,Breast cancer,DOWNREG
GUCY2C,Colorectal cancer,NEUTRAL
GUCY2C,Ovarian cancer,UPREG
GUCY2C,Renal cell carcinoma,UPREG
GUCY2D,Breast cancer,NEUTRAL
GUCY2F,Breast cancer,NEUTRAL
GUK1,Breast cancer,UPREG
GUK1,Lung cancer,UPREG
GUSB,Brain cancer,UPREG
GUSB,Breast cancer,NEUTRAL
GUSB,Colorectal cancer,UPREG
GUSB,Skin cancer,UPREG
GYG1,Breast cancer,UPREG
GYG1,Colorectal cancer,UPREG
GYG1,Lung cancer,UPREG
GYG2,Brain cancer,UPREG
GYG2,Breast cancer,NEUTRAL
GYG2,Colorectal cancer,UPREG
GYG2,Ovarian cancer,NEUTRAL
GYS1,Breast cancer,NEUTRAL
GYS1,Skin cancer,UPREG
GYS2,Breast cancer,NEUTRAL
H6PD,Blood cancer,NEUTRAL
H6PD,Breast cancer,DOWNREG
HAAO,Breast cancer,NEUTRAL
HAAO,Colorectal cancer,DOWNREG
HAAO,Lung cancer,UPREG
HADH,Blood cancer,DOWNREG
HADH,Breast cancer,UPREG
HADH,Colorectal cancer,DOWNREG
HADH,Lung cancer,DOWNREG
HADH,Ovarian cancer,NEUTRAL
HADHA,Brain cancer,DOWNREG
HADHA,Breast cancer,DOWNREG
HADHA,Lung cancer,UPREG
HADHB,Breast cancer,NEUTRAL
HADHB,Colorectal cancer,UPREG
HAGH,Blood cancer,NEUTRAL
HAGH,Breast cancer,NEUTRAL
HAGH,Colorectal cancer,UPREG
HAGH,Lung cancer,UPREG
HAGHL,Brain cancer,UPREG
HAGHL,Breast cancer,DOWNREG
HAGHL,Lung cancer,NEUTRAL
HAGHL,Skin cancer,UPREG
HAL,Breast cancer,NEUTRAL
HAL,Lung cancer,UPREG
HAO1,Breast cancer,NEUTRAL
HAO2,Breast cancer,NEUTRAL
HAO2,Colorectal cancer,DOWNREG
HAO2,Lung cancer,NEUTRAL
HAO2,Ovarian cancer,UPREG
HAS1,Breast cancer,NEUTRAL
HAS1,Colorectal cancer,UPREG
HAS1,Lung cancer,NEUTRAL
HAS2,Breast cancer,NEUTRAL
HAS2,Ovarian cancer,NEUTRAL
HAS3,Breast cancer,UPREG
HAS3,Lung cancer,NEUTRAL
HDC,Blood cancer,UPREG
HDC,Breast cancer,NEUTRAL
HDC,Lung cancer,DOWNREG
HEXA,Brain cancer,UPREG
HEXA,Breast cancer,UPREG
HEXB,Brain cancer,UPREG
HEXB,Colorectal cancer,DOWNREG
HEXB,Lung cancer,UPREG
HIBADH,Brain cancer,NEUTRAL
HIBADH,Lung cancer,NEUTRAL
HIBCH,Breast cancer,NEUTRAL
HIBCH,Lung cancer,DOWNREG
HK1,Blood cancer,DOWNREG
HK1,Brain cancer,DOWNREG
HK1,Breast cancer,NEUTRAL
HK1,Lung cancer,UPREG
HK2,Blood cancer,NEUTRAL
HK2,Brain cancer,DOWNREG
HK2,Breast cancer,NEUTRAL
HK2,Colorectal cancer,DOWNREG
HK2,Lung cancer,UPREG
HK2,Ovarian cancer,NEUTRAL
HK2,Prostate cancer,NEUTRAL
HK3,Breast cancer,NEUTRAL
HK3,Lung cancer,NEUTRAL
HKDC1,Blood cancer,NEUTRAL
HKDC1,Colorectal cancer,UPREG
HLCS,Breast cancer,UPREG
HLCS,Lung cancer,UPREG
HMBS,Blood cancer,NEUTRAL
HMBS,Lung cancer,UPREG
HMBS,Skin cancer,UPREG
HMGCL,Breast cancer,NEUTRAL
HMGCLL1,Breast cancer,DOWNREG
HMGCLL1,Lung cancer,NEUTRAL
HMGCR,Brain cancer,DOWNREG
HMGCR,Breast cancer,UPREG
HMGCS1,Breast cancer,UPREG
HMGCS1,Ovarian cancer,UPREG
HMGCS2,Lung cancer,DOWNREG
HMOX1,Breast cancer,NEUTRAL
HMOX1,Lung cancer,UPREG
HMOX2,Breast cancer,UPREG
HMOX2,Ovarian cancer,NEUTRAL
HNMT,Blood cancer,DOWNREG
HNMT,Brain cancer,NEUTRAL
HNMT,Breast cancer,DOWNREG
HNMT,Colorectal cancer,DOWNREG
HNMT,Lung cancer,DOWNREG
HNMT,Ovarian cancer,NEUTRAL
HPD,Blood cancer,UPREG
HPGDS,Breast cancer,NEUTRAL
HPRT1,Blood cancer,UPREG
HPRT1,Breast cancer,UPREG
HPRT1,Colorectal cancer,UPREG
HPRT1,Lung cancer,UPREG
HPRT1,Ovarian cancer,NEUTRAL
HPRT1,Prostate cancer,NEUTRAL
HS2ST1,Blood cancer,DOWNREG
HS2ST1,Brain cancer,NEUTRAL
HS2ST1,Breast cancer,NEUTRAL
HS2ST1,Lung cancer,UPREG
HS2ST1,Skin cancer,UPREG
HS3ST1,Breast cancer,NEUTRAL
HS3ST1,Lung cancer,NEUTRAL
HS3ST1,Ovarian cancer,DOWNREG
HS3ST2,Brain cancer,NEUTRAL
HS3ST2,Breast cancer,NEUTRAL
HS3ST2,Colorectal cancer,UPREG
HS3ST3A1,Breast cancer,NEUTRAL
HS3ST3A1,Colorectal cancer,UPREG
HS3ST4,Brain cancer,NEUTRAL
HS3ST4,Breast cancer,NEUTRAL
HS3ST5,Colorectal cancer,DOWNREG
HS6ST1,Colorectal cancer,DOWNREG
HS6ST2,Brain cancer,NEUTRAL
HS6ST2,Ovarian cancer,NEUTRAL
HS6ST3,Breast cancer,NEUTRAL
HS6ST3,Lung cancer,NEUTRAL
HSD11B2,Breast cancer,UPREG
HSD11B2,Colorectal cancer,NEUTRAL
HSD11B2,Lung cancer,NEUTRAL
HSD17B1,Blood cancer,NEUTRAL
HSD17B1,Lung cancer,DOWNREG
HSD17B10,Breast cancer,UPREG
HSD17B10,Lung cancer,UPREG
HSD17B10,Skin cancer,UPREG
HSD17B3,Breast cancer,DOWNREG
HSD17B3,Lung cancer,NEUTRAL
HSD17B4,Breast cancer,DOWNREG
HSD17B4,Colorectal cancer,DOWNREG
HSD17B4,Lung cancer,DOWNREG
HSD17B7,Breast cancer,NEUTRAL
HSD17B7,Lung cancer,DOWNREG
HSD17B8,Breast cancer,DOWNREG
HSD3B1,Breast cancer,DOWNREG
HSD3B1,Colorectal cancer,UPREG
HSD3B2,Breast cancer,NEUTRAL
HSD3B2,Colorectal cancer,UPREG
HSD3B2,Lung cancer,NEUTRAL
HSD3B2,Ovarian cancer,UPREG
HSD3B7,Lung cancer,UPREG
IDH1,Blood cancer,UPREG
IDH1,Breast cancer,NEUTRAL
IDH1,Lung cancer,UPREG
IDH2,Blood cancer,DOWNREG
IDH2,Brain cancer,UPREG
IDH2,Breast cancer,UPREG
IDH2,Colorectal cancer,DOWNREG
IDH2,Lung cancer,UPREG
IDH3A,Blood cancer,UPREG
IDH3A,Breast cancer,UPREG
IDH3A,Lung cancer,UPREG
IDH3A,Ovarian cancer,NEUTRAL
IDH3A,Skin cancer,UPREG
IDH3B,Breast cancer,DOWNREG
IDH3B,Colorectal cancer,DOWNREG
IDH3B,Lung cancer,UPREG
IDH3G,Brain cancer,UPREG
IDH3G,Breast cancer,UPREG
IDH3G,Lung cancer,UPREG
IDI1,Brain cancer,NEUTRAL
IDI1,Breast cancer,UPREG
IDI1,Colorectal cancer,UPREG
IDI1,Ovarian cancer,UPREG
IDI2,Blood cancer,UPREG
IDI2,Brain cancer,NEUTRAL
IDI2,Breast cancer,NEUTRAL
IDI2,Ovarian cancer,UPREG
IDO1,Breast cancer,NEUTRAL
IDO1,Lung cancer,NEUTRAL
IDS,Blood cancer,NEUTRAL
IDS,Brain cancer,NEUTRAL
IDS,Breast cancer,UPREG
IDS,Colorectal cancer,UPREG
IDS,Lung cancer,DOWNREG
IDUA,Blood cancer,NEUTRAL
IDUA,Breast cancer,NEUTRAL
IDUA,Lung cancer,UPREG
IMPA1,Lung cancer,NEUTRAL
IMPA1,Ovarian cancer,DOWNREG
IMPA2,Blood cancer,UPREG
IMPA2,Breast cancer,NEUTRAL
IMPDH1,Brain cancer,UPREG
IMPDH1,Lung cancer,UPREG
IMPDH1,Ovarian cancer,UPREG
IMPDH2,Brain cancer,DOWNREG
IMPDH2,Breast cancer,NEUTRAL
INMT,Colorectal cancer,UPREG
INMT,Lung cancer,NEUTRAL
INMT,Ovarian cancer,NEUTRAL
INPP1,Blood cancer,UPREG
INPP1,Brain cancer,DOWNREG
INPP1,Breast cancer,DOWNREG
INPP4A,Breast cancer,NEUTRAL
INPP4A,Lung cancer,UPREG
INPP4A,Ovarian cancer,UPREG
INPP4B,Blood cancer,NEUTRAL
INPP4B,Breast cancer,NEUTRAL
INPP4B,Colorectal cancer,UPREG
INPP4B,Lung cancer,NEUTRAL
INPP4B,Prostate cancer,NEUTRAL
INPP5A,Blood cancer,DOWNREG
INPP5A,Brain cancer,DOWNREG
INPP5A,Breast cancer,NEUTRAL
INPP5B,Colorectal cancer,DOWNREG
INPP5B,Lung cancer,UPREG
INPP5D,Breast cancer,DOWNREG
INPP5D,Colorectal cancer,DOWNREG
INPP5D,Lung cancer,NEUTRAL
INPP5E,Lung cancer,DOWNREG
INPP5J,Blood cancer,NEUTRAL
INPP5J,Breast cancer,DOWNREG
INPP5J,Colorectal cancer,DOWNREG
INPPL1,Breast cancer,UPREG
IP6K1,Breast cancer,NEUTRAL
IP6K1,Lung cancer,DOWNREG
IP6K2,Blood cancer,UPREG
IP6K2,Ovarian cancer,NEUTRAL
IREB2,Breast cancer,UPREG
IREB2,Lung cancer,DOWNREG
ISYNA1,Breast cancer,UPREG
ITPA,Blood cancer,NEUTRAL
ITPA,Breast cancer,UPREG
ITPA,Colorectal cancer,DOWNREG
ITPA,Lung cancer,UPREG
ITPA,Skin cancer,UPREG
ITPKA,Blood cancer,UPREG
ITPKA,Brain cancer,UPREG
ITPKA,Lung cancer,UPREG
ITPKB,Blood cancer,DOWNREG
ITPKB,Breast cancer,NEUTRAL
ITPKB,Lung cancer,DOWNREG
ITPKC,Breast cancer,UPREG
IVD,Brain cancer,DOWNREG
IVD,Breast cancer,NEUTRAL
IVD,Colorectal cancer,NEUTRAL
IVD,Lung cancer,NEUTRAL
IVD,Ovarian cancer,UPREG
IVD,Skin cancer,UPREG
KDSR,Brain cancer,DOWNREG
KDSR,Colorectal cancer,UPREG
KDSR,Lung cancer,DOWNREG
KHK,Blood cancer,DOWNREG
KHK,Breast cancer,NEUTRAL
KHK,Lung cancer,NEUTRAL
KMO,Breast cancer,NEUTRAL
KMO,Lung cancer,NEUTRAL
KYNU,Breast cancer,NEUTRAL
KYNU,Lung cancer,NEUTRAL
LCAT,Brain cancer,DOWNREG
LCAT,Breast cancer,NEUTRAL
LCAT,Lung cancer,DOWNREG
LCT,Blood cancer,UPREG
LCT,Breast cancer,NEUTRAL
LDHA,Blood cancer,UPREG
LDHA,Brain cancer,UPREG
LDHA,Breast cancer,NEUTRAL
LDHA,Lung cancer,UPREG
LDHA,Ovarian cancer,NEUTRAL
LDHA,Prostate cancer,NEUTRAL
LDHAL6B,Colorectal cancer,DOWNREG
LDHAL6B,Skin cancer,DOWNREG
LDHB,Brain cancer,DOWNREG
LDHB,Breast cancer,NEUTRAL
LDHB,Lung cancer,UPREG
LDHC,Lung cancer,NEUTRAL
LDHD,Lung cancer,NEUTRAL
LGALS13,Blood cancer,NEUTRAL
LGSN,Breast cancer,NEUTRAL
LGSN,Lung cancer,UPREG
LIPC,Breast cancer,UPREG
LIPC,Lung cancer,NEUTRAL
LIPG,Lung cancer,UPREG
LPL,Breast cancer,NEUTRAL
LPL,Colorectal cancer,NEUTRAL
LPL,Lung cancer,NEUTRAL
LPL,Ovarian cancer,NEUTRAL
LRAT,Brain cancer,NEUTRAL
LRAT,Lung cancer,NEUTRAL
LSS,Breast cancer,UPREG
LSS,Colorectal cancer,DOWNREG
LTA4H,Blood cancer,NEUTRAL
LTA4H,Breast cancer,DOWNREG
LTA4H,Ovarian cancer,DOWNREG
LTC4S,Lung cancer,DOWNREG
MAN1A1,Breast cancer,DOWNREG
MAN1A2,Blood cancer,DOWNREG
MAN1A2,Brain cancer,DOWNREG
MAN1A2,Breast cancer,DOWNREG
MAN1A2,Colorectal cancer,UPREG
MAN1A2,Lung cancer,NEUTRAL
MAN1A2,Ovarian cancer,NEUTRAL
MAN1B1,Breast cancer,NEUTRAL
MAN1B1,Lung cancer,UPREG
MAN1C1,Breast cancer,NEUTRAL
MAN1C1,Lung cancer,DOWNREG
MAN2A1,Blood cancer,DOWNREG
MAN2A1,Brain cancer,NEUTRAL
MAN2A1,Colorectal cancer,DOWNREG
MAN2A1,Lung cancer,UPREG
MAN2A2,Blood cancer,UPREG
MAN2A2,Brain cancer,UPREG
MAN2A2,Breast cancer,NEUTRAL
MAN2A2,Lung cancer,DOWNREG
MAN2B1,Brain cancer,UPREG
MAN2B1,Breast cancer,UPREG
MAN2B1,Lung cancer,UPREG
MAN2B1,Ovarian cancer,NEUTRAL
MAN2C1,Brain cancer,NEUTRAL
MAN2C1,Lung cancer,NEUTRAL
MANSC1,Blood cancer,NEUTRAL
MANSC1,Brain cancer,UPREG
MAOA,Breast cancer,NEUTRAL
MAOA,Lung cancer,DOWNREG
MAOA,Ovarian cancer,NEUTRAL
MAOB,Brain cancer,NEUTRAL
MAOB,Breast cancer,NEUTRAL
MAOB,Colorectal cancer,UPREG
MAOB,Lung cancer,NEUTRAL
MAOB,Ovarian cancer,NEUTRAL
MAT1A,Blood cancer,UPREG
MAT1A,Breast cancer,NEUTRAL
MAT1A,Lung cancer,UPREG
MAT2A,Breast cancer,DOWNREG
MAT2B,Breast cancer,DOWNREG
MCAT,Breast cancer,DOWNREG
MCAT,Ovarian cancer,UPREG
MCCC1,Lung cancer,DOWNREG
MCCC2,Breast cancer,NEUTRAL
MCCC2,Colorectal cancer,DOWNREG
MCCC2,Lung cancer,DOWNREG
MCCC2,Prostate cancer,NEUTRAL
MDH1,Breast cancer,UPREG
MDH1,Lung cancer,UPREG
MDH2,Breast cancer,UPREG
MDH2,Colorectal cancer,DOWNREG
MDH2,Lung cancer,UPREG
MDH2,Skin cancer,UPREG
ME1,Blood cancer,NEUTRAL
ME1,Brain cancer,DOWNREG
ME1,Breast cancer,NEUTRAL
ME1,Colorectal cancer,UPREG
ME1,Ovarian cancer,NEUTRAL
ME2,Blood cancer,NEUTRAL
ME2,Breast cancer,UPREG
ME2,Ovarian cancer,NEUTRAL
ME3,Blood cancer,UPREG
ME3,Breast cancer,DOWNREG
ME3,Colorectal cancer,DOWNREG
ME3,Prostate cancer,NEUTRAL
MGAM,Lung cancer,UPREG
MGAM,Ovarian cancer,NEUTRAL
MGAT1,Breast cancer,DOWNREG
MGAT1,Lung cancer,NEUTRAL
MGAT2,Ovarian cancer,DOWNREG
MGAT4A,Lung cancer,DOWNREG
MGAT4B,Breast cancer,NEUTRAL
MGAT4B,Lung cancer,NEUTRAL
MGAT4B,Skin cancer,UPREG
MGAT5,Breast cancer,NEUTRAL
MGLL,Brain cancer,DOWNREG
MGLL,Breast cancer,NEUTRAL
MGLL,Lung cancer,NEUTRAL
MGST2,Blood cancer,DOWNREG
MGST2,Ovarian cancer,NEUTRAL
MGST3,Brain cancer,UPREG
MGST3,Breast cancer,UPREG
MGST3,Lung cancer,UPREG
MIOX,Colorectal cancer,NEUTRAL
MLYCD,Breast cancer,NEUTRAL
MLYCD,Colorectal cancer,DOWNREG
MMAA,Brain cancer,NEUTRAL
MMAA,Breast cancer,DOWNREG
MMAA,Lung cancer,DOWNREG
MOGAT1,Breast cancer,DOWNREG
MOGAT2,Lung cancer,UPREG
MOGAT2,Ovarian cancer,UPREG
MOGS,Breast cancer,UPREG
MOGS,Lung cancer,UPREG
MOXD1,Brain cancer,UPREG
MOXD1,Breast cancer,DOWNREG
MOXD1,Skin cancer,UPREG
MPI,Brain cancer,DOWNREG
MPI,Breast cancer,NEUTRAL
MPI,Lung cancer,UPREG
MPI,Skin cancer,UPREG
MPO,Breast cancer,UPREG
MPST,Breast cancer,DOWNREG
MPST,Lung cancer,DOWNREG
MSMO1,Breast cancer,UPREG
MSMO1,Lung cancer,NEUTRAL
MSMO1,Ovarian cancer,UPREG
MTAP,Brain cancer,NEUTRAL
MTAP,Breast cancer,NEUTRAL
MTAP,Colorectal cancer,NEUTRAL
MTAP,Lung cancer,UPREG
MTAP,Ovarian cancer,DOWNREG
MTAP,Skin cancer,UPREG
MTHFD1,Brain cancer,UPREG
MTHFD1,Breast cancer,UPREG
MTHFD1,Lung cancer,UPREG
MTHFD1,Ovarian cancer,NEUTRAL
MTHFD1L,Blood cancer,UPREG
MTHFD1L,Breast cancer,UPREG
MTHFD1L,Colorectal cancer,UPREG
MTHFD1L,Lung cancer,UPREG
MTHFD1L,Ovarian cancer,UPREG
MTHFD2,Brain cancer,DOWNREG
MTHFD2,Breast cancer,UPREG
MTHFD2,Lung cancer,UPREG
MTHFR,Breast cancer,NEUTRAL
MTHFR,Colorectal cancer,DOWNREG
MTHFR,Lung cancer,DOWNREG
MTHFR,Ovarian cancer,UPREG
MTHFS,Brain cancer,UPREG
MTHFS,Breast cancer,UPREG
MTMR3,Blood cancer,DOWNREG
MTMR3,Breast cancer,DOWNREG
MTMR3,Colorectal cancer,DOWNREG
MTMR3,Ovarian cancer,NEUTRAL
MTR,Blood cancer,DOWNREG
MTR,Brain cancer,UPREG
MTR,Breast cancer,DOWNREG
MTR,Colorectal cancer,UPREG
MTR,Lung cancer,DOWNREG
MUT,Brain cancer,DOWNREG
MUT,Breast cancer,DOWNREG
MUT,Lung cancer,DOWNREG
MVD,Brain cancer,DOWNREG
MVD,Breast cancer,NEUTRAL
MVD,Colorectal cancer,DOWNREG
MVK,Blood cancer,DOWNREG
MVK,Breast cancer,NEUTRAL
MVK,Colorectal cancer,DOWNREG
MVK,Ovarian cancer,UPREG
NADK,Breast cancer,UPREG
NADK,Colorectal cancer,DOWNREG
NADK,Lung cancer,DOWNREG
NADSYN1,Breast cancer,UPREG
NADSYN1,Colorectal cancer,DOWNREG
NADSYN1,Lung cancer,UPREG
NADSYN1,Ovarian cancer,NEUTRAL
NAGA,Breast cancer,UPREG
NAGA,Lung cancer,UPREG
NAGK,Breast cancer,UPREG
NAGK,Lung cancer,UPREG
NAGLU,Blood cancer,DOWNREG
NAGLU,Breast cancer,NEUTRAL
NAGS,Breast cancer,NEUTRAL
NANS,Breast cancer,UPREG
NANS,Colorectal cancer,DOWNREG
NANS,Lung cancer,NEUTRAL
NANS,Ovarian cancer,NEUTRAL
NDST1,Blood cancer,NEUTRAL
NDST1,Breast cancer,NEUTRAL
NDST1,Lung cancer,DOWNREG
NDST1,Ovarian cancer,UPREG
NDST2,Brain cancer,DOWNREG
NDST2,Colorectal cancer,UPREG
NDST2,Lung cancer,NEUTRAL
NDST3,Breast cancer,DOWNREG
NDST4,Brain cancer,DOWNREG
NDST4,Breast cancer,UPREG
NDUFA1,Breast cancer,UPREG
NDUFA1,Lung cancer,UPREG
NDUFA10,Breast cancer,DOWNREG
NDUFA10,Colorectal cancer,DOWNREG
NDUFA10,Skin cancer,UPREG
NDUFA11,Breast cancer,UPREG
NDUFA11,Colorectal cancer,DOWNREG
NDUFA11,Lung cancer,UPREG
NDUFA11,Skin cancer,UPREG
NDUFA12,Lung cancer,UPREG
NDUFA13,Breast cancer,UPREG
NDUFA13,Lung cancer,UPREG
NDUFA2,Brain cancer,UPREG
NDUFA2,Breast cancer,NEUTRAL
NDUFA2,Colorectal cancer,DOWNREG
NDUFA2,Lung cancer,DOWNREG
NDUFA3,Breast cancer,UPREG
NDUFA4,Brain cancer,UPREG
NDUFA4,Breast cancer,UPREG
NDUFA4,Colorectal cancer,DOWNREG
NDUFA4,Lung cancer,NEUTRAL
NDUFA5,Breast cancer,NEUTRAL
NDUFA5,Colorectal cancer,DOWNREG
NDUFA5,Lung cancer,DOWNREG
NDUFA5,Skin cancer,UPREG
NDUFA6,Brain cancer,UPREG
NDUFA6,Breast cancer,UPREG
NDUFA8,Brain cancer,UPREG
NDUFA8,Breast cancer,UPREG
NDUFA8,Colorectal cancer,DOWNREG
NDUFA8,Lung cancer,UPREG
NDUFA8,Ovarian cancer,DOWNREG
NDUFA9,Brain cancer,DOWNREG
NDUFA9,Breast cancer,UPREG
NDUFA9,Colorectal cancer,DOWNREG
NDUFA9,Lung cancer,UPREG
NDUFAB1,Breast cancer,UPREG
NDUFAB1,Colorectal cancer,DOWNREG
NDUFAB1,Lung cancer,UPREG
NDUFB1,Blood cancer,DOWNREG
NDUFB1,Breast cancer,UPREG
NDUFB1,Ovarian cancer,NEUTRAL
NDUFB10,Breast cancer,UPREG
NDUFB10,Colorectal cancer,DOWNREG
NDUFB2,Blood cancer,DOWNREG
NDUFB2,Brain cancer,UPREG
NDUFB2,Breast cancer,UPREG
NDUFB2,Lung cancer,UPREG
NDUFB2,Skin cancer,UPREG
NDUFB3,Blood cancer,DOWNREG
NDUFB3,Breast cancer,NEUTRAL
NDUFB3,Lung cancer,UPREG
NDUFB4,Brain cancer,UPREG
NDUFB4,Breast cancer,UPREG
NDUFB4,Lung cancer,UPREG
NDUFB5,Breast cancer,UPREG
NDUFB5,Lung cancer,UPREG
NDUFB6,Blood cancer,DOWNREG
NDUFB6,Breast cancer,UPREG
NDUFB6,Lung cancer,UPREG
NDUFB7,Breast cancer,UPREG
NDUFB7,Lung cancer,DOWNREG
NDUFB7,Ovarian cancer,NEUTRAL
NDUFB8,Blood cancer,DOWNREG
NDUFB8,Brain cancer,DOWNREG
NDUFB8,Breast cancer,UPREG
NDUFB8,Colorectal cancer,DOWNREG
